,0,1,2,3,4,5,6,7,8,9,10,11,12,13
247,jl_b874ef88b870edfc,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Senior Data Scientist/ Data Science Consultant,Harnham,"£60,000 - £75,000 a year",London,6 reviews,4.8 out of 5,"python,r",machine,"msc,degree",Data Science Consultant/ Senior Data Scientist. A successful Senior Data Scientist will have the following:. Minimum of 2 years commercial experience as a data...
248,jl_4c1724ffe951b9dd,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Research Data Scientist - founded by DeepMind,Harnham,"£50,000 - £70,000 a year",London,6 reviews,4.8 out of 5,"python,c++,scala","intelligence,artificial,research,machine,ai",phd,Research Data Scientist. The successful Research Data Scientist will have a PhD qualification in a science or science-related subject and will have published...
249,jl_cffd4d4a5ae693c6,permanent,data+scientist,"<span class=""date"">17 days ago</span>",Lead Statistician and Data Analytics Manager,Plymouth University,"£40,792 - £48,677 a year",Plymouth,60 reviews,4.4 out of 5,None,"statistical,research,intelligence","mathematics,statistics",You will oversee student statutory returns and play a lead role in data transformation projects including the University's preparation for HESA Data Futures....
250,jl_d212163747c86f00,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Data Scientist - world-leading tech team,Harnham,"£50,000 - £75,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r",machine,None,Data Scientist - world-leading tech team. My client is looking for a Data Scientist to be a key member in an innovative team where the primary motivation is in...
251,jl_b874ef88b870edfc,permanent,data+scientist,"<span class=""date"">22 days ago</span>",Senior Data Scientist/ Data Science Consultant,Harnham,"£60,000 - £75,000 a year",London,6 reviews,4.8 out of 5,"python,r",machine,"msc,degree",Data Science Consultant/ Senior Data Scientist. A successful Senior Data Scientist will have the following:. Minimum of 2 years commercial experience as a data...
252,jl_edc1703cadf31e8d,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Machine Learning Lab,Harnham,"£55,000 - £60,000 a year",London,6 reviews,4.8 out of 5,"hadoop,sql,python,r","intelligence,programming,analysis,artificial,machine,ai","mathematics,statistics",Data Scientist | R&D. Experience of working with large volumes of data. Building machine learning and AI products in an established UK Data Lab....
253,jl_794ead26ced301f1,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Spark,Harnham,"£55,000 - £65,000 a year",London,6 reviews,4.8 out of 5,python,"research,machine,intelligence,artificial",msc,Data Scientist - Spark. Collaborate with a wider team of data scientists and engineers. You will research and develop cutting-edge machine learning techniques...
254,jl_e691d9842ac95d99,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Research Scientist - Phage Display,CK Group,"£35,000 - £45,000 a year",Cambridgeshire,5 reviews,3.4 out of 5,None,"research,analysis","phd,msc",Interpretation of DNA & amino acid sequence data. Regular presentation of data to key stakeholders as part of cross-functional project team meetings....
255,jl_50f55bd9aaa41b4e,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Assay Scientist,CY Partner,,Sunderland,,,None,None,bsc,An excellent opportunity has arisen for an Assay Scientist to join a growing life sciences company based in Sunderland....
256,jl_b8f997d321a5a142,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Artificial Intelligence Engineer / Data Scientist,Deerfoot,"£32,000 - £90,000 a year",London,,,"hadoop,nosql,cloudera,r,sql,python","intelligence,statistical,analysis,artificial,machine,ai",None,"Data Engineer, Data Architect, Big Data Consultant, Data Scientist, Data Modeller, Big Data Analyst, AI Engineer...."
257,jl_2467232df27f5e03,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Immunoassay Development Scientist,CK Group,"£28,000 - £35,000 a year",Oxfordshire,5 reviews,3.4 out of 5,None,"research,analysis","phd,msc","Data collection and analysis. Interact with a large, technically diverse team of scientists and engineers to integrate and optimise sensors for reliable..."
258,jl_9782249cd723dc0e,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist Engineer/Python Developer,Octavius Finance,,London,,,"python,mongodb",None,None,Help design and construct the data processing and analytics infrastructure necessary to perform data science research....
259,jl_67763708c1d8f899,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist - Greenfield Start-up - London,Harnham,"£70,000 - £95,000 a year",London,6 reviews,4.8 out of 5,None,"research,machine,programming,ml",None,Senior Data Scientist - Greenfield Start-up - London. The essential requirements of a Senior Data Scientist in this role are:....
260,jl_3b17a00c995a8cd1,permanent,data+scientist,"<span class=""date"">19 days ago</span>",Data Scientist,ISR Recruitment,"£60,000 - £75,000 a year",Manchester,,,"r,c,sql,python,c++","programming,statistical,analysis,research,machine,mathematical","phd,mathematics,master,statistics,degree",To learn more about these newly created roles based in city centre Manchester working as a Data Scientist for statistical analysis and pricing options;...
261,jl_32910be29a7ab93b,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Data Lab,Harnham,"£70,000 - £75,000 a year",London,6 reviews,4.8 out of 5,"hadoop,r,sql,python,scala","intelligence,programming,analysis,artificial,machine,ai","mathematics,statistics","Data Scientist | R&D. Harnham are working with a leading financial services data provider, helping to build out their core R&D Data Lab...."
262,jl_2696a8576d0c26a4,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",R&D Data Scientist,Harnham,"£75,000 - £85,000 a year",London,6 reviews,4.8 out of 5,"python,r,scala","intelligence,programming,artificial,research,machine","mathematics,statistics,msc","The Role - R&D Data Scientist. Your Skills and Experience - R&D Data Scientist. As a Data Scientist you will earn up to £85,000 + benefits (inc...."
263,jl_879d292fab62cb85,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Regulatory Scientist,CK Group,,Redcar,5 reviews,3.4 out of 5,None,None,None,"Collection, collation and evaluation of regulatory and REACH data, and the preparation of dossier submissions using relevant software such as IUCLID...."
264,jl_e095809c7e83b6ec,permanent,data+scientist,"<span class=""date"">15 days ago</span>",Lentiviral Vector Scientist,Northpoint Recruitment,,Oxford,,,None,None,"bsc,msc","Ability to independently analyse, interpret and present scientific data in a clear manner. My client is looking to add talented scientists to their lentiviral..."
265,jl_c1ba1bf83396b45b,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Research Scientist – Research & Applied Data Science,Aspire Data Recruitment,"£45,000 - £55,000 a year",Manchester,,,"python,r","intelligence,programming,statistical,analysis,artificial,research,machine,mathematical","phd,mathematics,master,statistics,degree","Research Scientist – Research & Applied Data Science. Supervised and unsupervised machine learning for data analytics, prediction and classification...."
266,jl_4c1724ffe951b9dd,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Research Data Scientist - founded by DeepMind,Harnham,"£50,000 - £70,000 a year",London,6 reviews,4.8 out of 5,"python,c++,scala","intelligence,artificial,research,machine,ai",phd,Research Data Scientist. The successful Research Data Scientist will have a PhD qualification in a science or science-related subject and will have published...
267,jl_2c11b2c2427dd0cc,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Group Leader Data Acquisition,Diamond Light Source,"£54,017 - £63,550 a year",Didcot,5 reviews,4 out of 5,None,analysis,None,"Responsible for leading in the design, development and implementation of integrated beamline data acquisition software, in close coordination with beamline..."
268,jl_d7e14226f1f97cb4,permanent,data+scientist,"<span class=""date"">8 days ago</span>",CMA947 Director of Data Science,Competition & Markets Authority,"£87,877 - £105,000 a year",London,3 reviews,,"hadoop,python,r","machine,analysis,intelligence,artificial","phd,master,degree"," Experience and skill providing strong and inspirational management, leadership and development to a team of data scientists in a high pace environment...."
269,jl_91216f37b80f37e1,permanent,data+scientist,"<span class=""date"">7 days ago</span>",Education Coordinator,Royal Society of Chemistry,"£33,002 - £36,669 a year",London,11 reviews,4.1 out of 5,None,analysis,degree,Data input and analysis skills. An understanding and some experience of the requirements of employers of chemical scientists....
270,jl_2fc9b790d3d41c25,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Graduate/Postgraduate Content Scientist (Permanent and FTC a...,Sparx Ltd,,Exeter EX1,4 reviews,4.3 out of 5,None,"research,mathematical",None,"We’re not just developers, data scientists, product owners, content or education experts – we’re also cyclists, DJs, triathletes, published scholars, parents,..."
271,jl_60787611dd172aec,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Manufacturing Technician,Nine Twenty Engineering & Manufacturing,,Stirling,,,r,ml,None,"Input all data as each process requires into batch record. Liaising with a variety of departments such as scientists, engineers & quality...."
272,jl_304533ecde95fe70,permanent,data+scientist,"<span class=""date"">24 days ago</span>",Data Scientist / Analytics Lead,Modis,"£55,000 - £65,000 a year",London,553 reviews,3.6 out of 5,"sql,python,excel,r","intelligence,programming,modelling,statistical,analysis,machine","bachelor,degree","Data Scientist / Analytics Lead. In-depth knowledge and/or familiarity with data science techniques, business intelligence, analytics and data modelling...."
273,jl_e5b1bbb731a176e8,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Applications Scientist,Advanced Selection,,Uckfield,,,"python,matlab",programming,degree,Developing applications data for sales and marketing. The role of the Applications Scientist will include […]....
274,jl_a9bd348b06d5fab2,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Lead Data Scientist - London,Evolution Recruitment Solutions,,London,,,"tableau,qlikview","analysis,machine",None,"Third party Data Visualisation skills - Tableau, QlikView, Spotfire etc. A not to be missed opportunity to work for a very exciting company who have been..."
275,jl_208c4512f5784579,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Machine Learning Scientist - AI,Harnham,"£50,000 - £70,000 a year",London,6 reviews,4.8 out of 5,"python,c++,scala","intelligence,artificial,research,machine,ai",phd,Machine Learning Scientist. The successful Research Data Scientist will have a PhD qualification in a science or science-related subject and will have published...
276,jl_44c7e4d82a41d348,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist - Computer Vision - Pattern Recognitio...,Harnham,"£50,000 - £60,000 a year",London,6 reviews,4.8 out of 5,python,"analysis,ml",None,Work closely with talented Data Scientists. Senior Data Scientist - Computer Vision - Pattern Recognition - Startup....
277,jl_c1a3c44ad2f15971,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Ecologist,Balfour Beatty,,Peterborough,726 reviews,3.7 out of 5,None,None,"bsc,msc,degree","Experience in using Geographical Information Systems (GIS) packages (ArcGIS, QGIS, MapInfo) for geoprocessing and visualisation of data...."
278,jl_4f1231371c652351,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Cyber and Information Systems Graduate,Defence Science and Technology Laboratory,"£21,000 - £27,000 a year",Fareham,17 reviews,2.8 out of 5,c,"intelligence,programming,artificial,research,machine","mathematics,degree"," Data Science.  Data Science, Artificial Intelligence and Machine Learning roles that will use your experience to directly impact how Defence maximises its..."
279,jl_8b7ecc3b36291abc,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Associate Practitioner,NHS Scotland Recruitment,"£20,911 - £23,597 a year",Tayside Region,"4,005 reviews",3.9 out of 5,None,None,None,"Informal enquiries/visits welcome – please contact Mr Andy Munro, Histopathology Lead Biomedical Scientist on tel:...."
280,jl_e810ae0e019026c3,permanent,data+scientist,"<span class=""date"">9 days ago</span>",Power Sources Test & Evaluation Engineer,QinetiQ,,Farnborough,160 reviews,3.8 out of 5,"excel,r",None,degree,"Have a good working knowledge of instrumentation and data acquisition equipment (preferably data links and equipment interfaces, temperature and acceleration..."
281,jl_52b6d31ff6fcbf46,permanent,data+scientist,"<span class=""date"">21 days ago</span>",Graduate Engineer,Pirbright,"£27,355 a year",Pirbright,,,None,"research,analysis,modelling",statistics,Gain understanding to develop a process for monitoring equipment performance data and using asset care programs (PPM)....
282,jl_4f0ae07badf0b636,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Optimisation Scientist,Matchtech,,Brighton,14 reviews,,None,None,None,Southern Water is currently looking for an Optimisation Scientist to join the Asset Optimisation team based in Falmer....
283,jl_9607e33d23132c18,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Chief Data Officer,Harnham,"£150,000 - £160,000 a year",Berkshire,6 reviews,4.8 out of 5,None,analysis,None,Chief Data Officer. If you are a data scientist with experience in a CDO or Head of Data Science position and think this could be the role for you then apply...
284,jl_e8a38ae4b0bee678,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Technical Analyst/Data Scientist,Futureheads Recruitment,,Jersey,,,"java,sql,hadoop,scala","statistical,research,analysis,machine","bachelor,degree","Whilst working in a very fast paced environment, the Technical Analyst/Data Scientist will develop data structures, processes and products that help to..."
285,jl_7041feaa4121dee9,permanent,data+scientist,"<span class=""date"">30+ days ago</span>","QC Senior Scientist, Microbiology, Quality Operations Keele",Cobra Biologics,,Keele,2 reviews,,None,analysis,degree,Interpretation of data and communication of results to both internal and external customers. To be responsible for the evaluation of environmental monitoring...
286,jl_0925a61bf5e383b6,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist - Agency,Harnham,"£60,000 - £75,000 a year",London,6 reviews,4.8 out of 5,"sql,python,r","analysis,machine",statistics,"DATA SCIENTIST - OVERVIEW. DATA SCIENTIST - YOUR SKILLS AND EXPERTISE. As a Data Scientist you could earn up to £75,000 + benefits package...."
287,jl_d3d67875607aa28f,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Machine Learning Software Engineer,Babylon Health,,London,,,python,"ai,machine,ml",None,"To achieve this, we’ve brought together one of the largest teams of scientists, clinicians, mathematicians and engineers to focus on combining the ever-growing..."
288,jl_90c16ebd8432265f,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Lead Data Scientist - forecasting,Harnham,"£55,000 - £65,000 a year",London,6 reviews,4.8 out of 5,"sql,c++,r",statistical,"phd,msc",Lead Data Scientist - forecasting. Are you a Senior Data Scientist looking to take on more managing responsibilities?...
289,jl_744aada45a40968b,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Research Scientist - Li-Ion Battery,Consilium Recruit,"£35,000 - £40,000 a year",Durham,,,None,research,bsc,"Scientist, Research Scientist, Researcher, Research Engineer, Battery Scientist, Battery Researcher. Experienced at managing data sets and relating materials..."
290,jl_bfec6e075c0e38f3,permanent,data+scientist,"<span class=""date"">29 days ago</span>",Modelling and Simulation Research Fellow,Quotient Sciences,,Nottingham,2 reviews,4 out of 5,r,"research,modelling","phd,degree",Investigate the existence of correlations between in vitro dissolution data and human plasma concentration-time data (Level A IVIVC) using either mechanistic...
291,jl_ba61f807c07e1f47,permanent,data+scientist,"<span class=""date"">7 days ago</span>",Industrial Placement Student,Evotec,,Alderley Park,7 reviews,3.9 out of 5,"java,python","research,analysis,programming",None,As a Placement Student within the IS Department you will be working alongside our Software Engineers and Data Scientists who are responsible for supporting our...
292,jl_3b175ca22b25f935,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Lead Data Scientist,Modis,"£65,000 - £85,000 a year",London,553 reviews,3.6 out of 5,"sql,python,r","statistical,analysis,machine","bachelor,degree",Lead Data Scientist. A Lead Data Scientist is needed for an international company based in Central London. Strong knowledge with data science & machine learning...
293,jl_80ed9c300e327df8,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Scientist - BioPharma,Experis,,United Kingdom,569 reviews,3.6 out of 5,None,analysis,degree,Data review) that will be commensurate with your training and skillset. Scientists are permitted to sign all technical documents once their training in this...
294,jl_38e59addd0e7f9b5,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Engineer,Digitech Resourcing Ltd,"£70,000 a year",London,,,"python,scala","machine,analysis,programming",None,As the Software Engineer you will be part of the Algorithms and Data Science team which is comprised of a small group of engineers and Data Scientists working...
295,jl_cff25851c6e0e1be,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientists – PhD’s Artificial Intelligence,Aspire Data Recruitment,"£40,000 - £60,000 a year",United Kingdom,,,"java,sql,hadoop","mining,intelligence,statistical,analysis,artificial,machine,ai",phd,Data Scientists – PhD’s. We’re recruiting several Data Scientists for a well-funded AI start-up in the Basque Country....
296,jl_8bc099a1c6bc7162,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Lead R&D Data Scientist,Harnham,"£75,000 - £85,000 a year",London,6 reviews,4.8 out of 5,"python,r","research,machine","phd,msc","Lead Data Scientist. For these projects, as the Lead Data Scientist, you will be performing research into brand-new techniques and implementing them with state..."
297,jl_0697ee0c2dbdce4e,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Lead Data Scientist - hedgefund,Harnham,"£50,000 - £65,000 a year",London,6 reviews,4.8 out of 5,"nosql,python,r","statistical,machine",None,"Lead Data scientist. The successful Lead Data Scientist will have commercial experience using machine learning techniques on location data, using GIS...."
298,jl_21ef8e968c0d7501,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",In Vivo Scientist,CK Group,"£22,000 - £28,000 a year",Nottingham,5 reviews,3.4 out of 5,None,None,degree,Assist Study Director in collating data for reports. Recording & handling of experimental data (Paper and electronic)....
299,jl_7928262a6e4a1747,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Bioinformatics – NGS Data Analysis,Northpoint Recruitment,"£38,000 a year",Oxford,,,"java,python,perl,r","research,analysis,programming","bsc,msc","+ Build state-of-the-art data processing pipelines for targeted re-sequencing, whole genome sequencing, genome editing, and differential expression analysis..."
0,jl_3becc778f10b2727,permanent,data+scientist,"<span class=""date"">2 hours ago</span>",Data Scientist,Barclays,,Glasgow,"4,332 reviews",4 out of 5,"nosql,hive,r,java,sql,python,scala","intelligence,programming,modelling,statistical,artificial,machine,ml","mathematics,statistics","Data Scientist - 90210626. Job Title – Data Scientist. Together with implementing data quality, data lineage, data governance & strategy across the corporate..."
1,jl_311f8c87f377fec1,permanent,data+scientist,"<span class=""date"">9 days ago</span>",Graduate Data Scientist,N Brown,"£25,000 a year",Manchester M60,,,"sql,python,r,sas","ai,research,machine,ml","mathematics,statistics",What a Data Scientist will be responsible for:. Our Data Division team is a dedicated function that tackles the fundamental business challenges and...
2,jl_950a6428afc8792c,permanent,data+scientist,"<span class=""date"">10 days ago</span>",Data Scientist,Office for National Statistics,"£35,200 a year",Newport NP10,43 reviews,4.2 out of 5,None,"intelligence,statistical,analysis,artificial,research,machine","mathematics,statistics,degree",We are recruiting a Data Scientist to fill a vacancy in the Data Science Campus at the Office for National Statistics. About the Data Science Campus....
3,jl_8e7a2074815a0521,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Data Scientist,Innovative Technology Ltd,,Oldham,11 reviews,,"python,c++,r","artificial,research,machine,programming","phd,mathematics,degree","Are you an experienced Data Scientist, who’s looking to work in a fast paced, global, market leading company?..."
4,jl_a48d2101a8c79123,permanent,data+scientist,"<span class=""date"">8 days ago</span>",Senior Data Scientist,Office for National Statistics,"£47,400 a year",Newport NP10,43 reviews,4.2 out of 5,"sql,nosql,python,r","mining,intelligence,programming,modelling,statistical,analysis,artificial,research,machine","statistics,degree",As a Senior Data Scientist within the Data Science Campus you will:. As a Senior Data Scientist with the Campus you will have a passion for data science and...
5,jl_2ef1238fcfa3f7ef,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Data Scientist,Ambassador Theatre Group,"£45,000 - £55,000 a year",London,20 reviews,3.8 out of 5,"sql,r",machine,statistics,"The Data Scientist is a key role within the audience analytics team and is responsible for developing advanced analytics and visualisation applications,..."
6,jl_1c2067a43b42f93c,permanent,data+scientist,"<span class=""date"">2 days ago</span>",Data Scientist,Inmarsat,,London,32 reviews,4.1 out of 5,python,"programming,statistical,analysis,artificial,machine,ai,ml",None,Our work analyses the masses of data gathered by our network nodes. We would like to improve how we analyse and report on our data....
7,jl_d69e84de1f1c38fc,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Saint-Gobain,,West Midlands,"2,262 reviews",4 out of 5,None,"mining,modelling","bachelor,degree",In this exciting Data Scientist role you will be responsible for uncovering company inefficiencies via data mining methods so an inquisitive mind would be...
8,jl_6ef0e4669d224598,permanent,data+scientist,"<span class=""date"">3 days ago</span>",Data Scientist,Asset Resourcing Ltd,"£60,000 - £80,000 a year",Leeds,,,"spss,tableau,matlab,r,sql,python,qlik,sas","statistical,analysis,machine,modelling",degree,"Data Science Consultant:. Work in collaboration with several Data Science & Data Engineering teams. You will be involved in the entire Data Science lifecycle,..."
9,jl_1e7d752f9231c7f9,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Data Scientist - CRM,Shop Direct,,Liverpool,225 reviews,3.9 out of 5,None,"statistical,machine,analysis,programming","phd,statistics","Our data scientists sit closely with our software engineering team (metres away!). Our data scientists sit in close proximity to your commercial stakeholders,..."
10,jl_f4b4fb6f85f5c519,permanent,data+scientist,"<span class=""date"">8 days ago</span>",CMA951 Data Scientist,Competition & Markets Authority,"£50,688 - £58,844 a year",London WC1B,3 reviews,,"python,r","machine,analysis,intelligence,artificial",degree,"As a Data Scientist in the DaTA unit, you be a key member of the team, helping to shape and deliver projects and making sure the CMA is plugged in and up-to..."
11,jl_6aef216dbb75776d,permanent,data+scientist,"<span class=""date"">16 days ago</span>",Data Scientist Analyst,Lockheed Martin Corporation,,Gloucester,"6,417 reviews",4.1 out of 5,"hadoop,hive,c","mining,intelligence,programming,statistical,analysis,artificial,research,machine,mathematical","statistics,bachelor,degree","Experience of designing efficient algorithms for data analysis, data mining, text mining, data manipulation and statistical analysis...."
12,jl_4eb6eb7f377b9215,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist (AVP),Barclays,,Northampton,"4,332 reviews",4 out of 5,"hadoop,nosql,hive,python","mining,modelling,statistical,analysis,machine",statistics,Data Scientist (AVP). Data Scientist (AVP) - 90202612. Conceptualize and quickly build POC on new product ideas - should perform either as an individual...
13,jl_6912f8d657169a34,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,Royal London Group,,Edinburgh,36 reviews,3.9 out of 5,"tableau,sql,r","mining,modelling,analysis,machine,mathematical","mathematics,statistics",Nurture a more data driven approach to decision making across the business by championing Analytics and Data Science....
14,jl_29d52f6b044e5bf9,permanent,data+scientist,"<span class=""date"">25 days ago</span>",Data Scientist,SoulTek,"£80,000 a year",Glasgow,,,"sql,python,r","mining,intelligence,programming,modelling,statistical,analysis,artificial,machine",None,"We are seeking an experienced Data Scientist who has a proven track record in data science, data analysis and data engineering alongside the business skills..."
15,jl_1c337ac04e47d601,permanent,data+scientist,"<span class=""date"">1 day ago</span>",Data Scientist,Durlston Partners London Limited,"£50,000 - £70,000 a year",London,,,python,"programming,statistical,analysis,research,machine,ai,mathematical","phd,bsc,statistics,msc","Clean data and build data pipelines using big-data technologies (i.e Apache Spark). Experience doing data cleaning, feature engineering, data visualisation,..."
16,jl_c8be98b859aaed20,permanent,data+scientist,"<span class=""date"">6 days ago</span>",Data Scientist,Wallgreen Boots Alliance,,Nottingham,,,"sql,python,r","analysis,modelling","mathematics,statistics,degree",Experienced in data science techniques (e.g. Strong SQL/R/Python skills or similar and experience working with large volumes of data....
17,jl_a31294ccedf055c5,permanent,data+scientist,"<span class=""date"">17 days ago</span>",Data Scientist,AFerry,"£30,000 - £40,000 a year",Abingdon,,,"sql,python,r","programming,modelling,statistical,analysis,machine","master,degree",We are looking for an aspiring data scientist to be part of our growing data science team. If you are passionate about data and data science and want to dig...
18,jl_b694f4948b41a528,permanent,data+scientist,"<span class=""date"">6 days ago</span>",Data Scientist Lead UK – Financial Services,Capgemini,,London,"6,077 reviews",3.8 out of 5,"java,python,r,matlab","machine,programming,modelling","mathematics,statistics","The Data Scientist & Analytics Lead will undertake a wide variety of challenging project work and help clients explore, visualise and mine their structured and..."
19,jl_7a5db9110ac22d0d,permanent,data+scientist,"<span class=""date"">3 days ago</span>",Graduate Demand Forecasting & Usage Manager / Data Scientist,RAC Motoring Services,,Walsall,109 reviews,3.5 out of 5,"tableau,excel,r","statistical,analysis,modelling",degree,Data skills with knowledge of relational databases and ETL. Currently we are looking for a Graduate Demand Forecasting & Usage Manager / Data Scientist to join...
20,jl_a1298842fb6428e3,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Senior Data Scientist,Barclays,,London,"4,332 reviews",4 out of 5,"hadoop,r,java,sql,python,scala","modelling,statistical,analysis,machine,mathematical","mathematics,degree","Senior Data Scientist. Senior Data Scientist - 90205222. As a Senior Data Scientist, your main responsibilities will involve:...."
21,jl_024fc44d326557b3,permanent,data+scientist,"<span class=""date"">5 days ago</span>",Data Scientist,ADLIB,,Nuneaton,,,None,modelling,None,"Reporting into an extremely talented Head of Data Scientist, you’ll work as part of a close team in supporting data warehousing and storage, data cleansing,..."
22,jl_b5e23e2dc95774e9,permanent,data+scientist,"<span class=""date"">30+ days ago</span>",Data Scientist,A.S. Watson Group,,London,41 reviews,,"sql,python,r",analysis,None,"Are you passionate about bringing data to life, always interested in how to interpret numerical data? Superdrug, The Perfume Shop, Marionnaud and others across..."
23,jl_377077675a7a517d,permanent,data+scientist,"<span class=""date"">20 days ago</span>",Data Scientist,Defence Science and Technology Laboratory,"£25,000 - £36,000 a year",Salisbury SP4,17 reviews,2.8 out of 5,"c,java,python,c++,matlab","research,analysis,machine,modelling","phd,mathematics,msc,statistics,degree", Working with large data sets;  Large data set manipulation and analysis.  Developing and evaluating software tools and techniques for data analysis;...
24,jl_ddce70d6e7ba2b7c,permanent,data+scientist,"<span class=""date"">21 hours ago</span>",Junior Data Scientist,Harnham,"£30,000 - £35,000 a year",Kent,6 reviews,4.8 out of 5,"sql,python,r","statistical,analysis",None,"JUNIOR DATA SCIENTIST. The data science team there is known for its innovative and real-time data sets, making it a great opportunity to gain a pathway into..."
25,jl_c2311a9dc4f70eea,permanent,data+scientist,"<span class=""date"">3 days ago</span>",Demand Forecasting & Usage Manager / Data Scientist,RAC Motoring Services,,Walsall,109 reviews,3.5 out of 5,"tableau,excel,r",statistical,None,Proven experience working as a data scientist or within a highly analytical forecasting role. Strong data skills with knowledge of relational databases and ETL....
26,jl_cb55bff1bd0c73d5,permanent,data+scientist,"<span class=""date"">21 hours ago</span>",Scientist - Hinkley,Wessex Water Services Limited,,United Kingdom,8 reviews,,None,None,degree,"This will include leading on, monitoring and analysing data trends of trade effluent levels to ensure treatment quality...."
27,jl_0fd84d77c4845eb4,permanent,data+scientist,"<span class=""date"">27 days ago</span>",Analyst / Data Scientist,"Zipcar, Inc.",,Bracknell RG12,,,"sql,python,r,oracle","statistical,analysis,programming",msc,"As the Analyst / Data Scientist, you will help us improve the way we use our many sources of data from creating visualisations to building statistical models..."
28,jl_a1cee8bad2e3528a,permanent,data+scientist,"<span class=""date"">12 days ago</span>",Senior Data Scientist,Office of Gas and Electricity Markets,"£41,200 a year",London,,,"tableau,sql,python","intelligence,modelling,statistical,analysis,machine","phd,statistics","Advanced data analysis, synthesis and data modelling skills. The Data Services Team. Trusted data models are constructed applying recognised statistical..."
29,jl_c0c69872d0adeca8,permanent,data+scientist,"<span class=""date"">3 days ago</span>",Data Scientist,Be-IT Resourcing,,Central Belt,,,"python,r",machine,statistics,"Would you like to be the first Data Scientist to work with a fast growing science start-up in Glasgow? You just need to use your experience in data analytics,..."
30,jl_e646ba9167b4c128,permanent,data+scientist,"<span class=""date"">14 days ago</span>",Merchant Data Scientist,Visa,,London,657 reviews,4 out of 5,"spss,tableau,hadoop,r,python,sas","statistical,mining,analysis,intelligence",None,"Merchant Data Scientist - London. Excellent understanding of data marts, data relationship concepts and data processing...."
31,jl_e8529b965a051279,permanent,data+scientist,"<span class=""date"">9 days ago</span>",Data Scientist,Monarch IT,"£30,000 - £45,000 a year",Nottingham,,,None,"machine,modelling",None,"Data Scientist - Nottingham. Data Science, Data, Machine Learning, Analytics. Are you a data dynamo? Proven commercial background in Data Science...."
32,jl_6176a65f8cea6925,permanent,data+scientist,"<span class=""date"">10 days ago</span>",Process optimisation scientist,Wessex Water Services Limited,"£38,000 a year",Wessex,8 reviews,,None,analysis,degree,"You will need the skills to analyse process data, develop optimisation targets and assist with the development and implementation of systems to sustain..."
