MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Same_Condition,Same_exterior,Bsmt_per_sf_done,low_qual_per,total_rm,total_deck_porch,age,age_remodel,OverallScore,ExterScore,BsmtScore,GarageScore,YrMon,log_sale_price
RL,85.0,13825,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,None,0.0,CBlock,No,Unf,Unf,533,GasA,2,Y,SBrkr,1601,1,TA,Min2,0,0,BuiltIn,1958.0,RFn,1,300,Y,0,0,12,2008,WD,Normal,True,True,0.0,0.0,7.5,314,50,21,2.0,2.5,2.0,2.0,2008-12-01,11.84939770159144
RL,70.0,7560,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,BrkFace,None,0.0,CBlock,No,LwQ,Unf,671,GasA,2,Y,FuseA,1040,1,TA,Typ,0,0,Attchd,1959.0,RFn,1,286,Y,0,0,7,2006,WD,Normal,True,False,0.3548076923076923,0.0,7.0,392,47,47,2.0,2.0,2.0,2.0,2006-07-01,11.803353763090035
RM,59.0,8263,Pave,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,1Story,Gable,CompShg,BrkFace,None,0.0,BrkTil,No,Unf,Unf,1012,GasA,2,Y,FuseA,1012,1,TA,Typ,1,3,Detchd,1920.0,Unf,1,308,Y,0,0,5,2007,WD,Normal,True,True,0.0,0.0,7.0,134,87,57,2.0,2.0,2.0,2.0,2007-05-01,11.681824001432043
RL,84.0,10084,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,BrkFace,196.0,PConc,Av,GLQ,Unf,1528,GasA,3,Y,SBrkr,1552,1,Gd,Typ,0,0,Attchd,2005.0,RFn,3,782,Y,0,0,7,2006,New,Partial,True,True,0.015463917525773196,0.0,9.0,164,1,0,2.5,2.5,2.5,2.0,2006-07-01,12.26857785088157
RL,69.79733110925771,8926,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,AsbShng,None,0.0,CBlock,No,Unf,Unf,672,GasA,3,Y,FuseA,960,1,TA,Typ,0,0,Basment,1956.0,Unf,1,288,Y,0,0,10,2009,COD,Abnorml,True,True,0.0,0.0,6.0,224,53,53,1.5,2.0,2.0,2.0,2009-10-01,11.626254150277232
RL,69.79733110925771,9125,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,BrkFace,170.0,PConc,No,Unf,Unf,384,GasA,3,Y,SBrkr,1482,1,Gd,Typ,1,2,Attchd,1992.0,Fin,2,392,Y,0,0,7,2007,WD,Normal,True,True,0.0,0.0,9.5,125,15,15,2.5,2.0,2.5,2.0,2007-07-01,12.00701176473192
RL,60.0,10434,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,None,0.0,CBlock,No,Unf,Unf,1005,GasA,2,Y,SBrkr,1005,1,Fa,Typ,1,2,Detchd,1977.0,Unf,2,672,Y,0,0,11,2009,WD,Normal,True,True,0.0,0.0,6.0,0,54,54,2.0,2.0,2.0,2.0,2009-11-01,11.652687407345388
RL,53.0,3684,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,BrkFace,130.0,PConc,No,Unf,Unf,1373,GasA,3,Y,SBrkr,1555,1,Gd,Typ,1,2,Attchd,2007.0,Fin,3,660,Y,0,0,6,2009,WD,Normal,True,True,0.0,0.0,9.0,163,2,2,2.5,2.5,2.5,2.0,2009-06-01,12.066810578196666
RL,182.0,14572,Pave,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,1Story,Hip,CompShg,VinylSd,None,0.0,PConc,Av,GLQ,Unf,230,GasA,3,Y,SBrkr,1530,1,Gd,Typ,1,3,Attchd,2004.0,Fin,3,630,Y,0,0,11,2007,WD,Family,True,True,0.8496732026143791,0.0,10.0,180,3,3,2.5,2.5,2.5,2.0,2007-11-01,12.464583340681674
RL,59.0,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,Av,Unf,Unf,847,GasA,3,Y,SBrkr,1959,1,Gd,Typ,1,3,BuiltIn,2004.0,Fin,2,434,Y,0,0,7,2007,WD,Normal,True,True,0.0,0.0,10.5,148,3,2,2.5,2.5,2.5,2.0,2007-07-01,12.2783933071098
RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,BrkFace,180.0,CBlock,Gd,GLQ,Unf,0,GasA,2,Y,SBrkr,936,1,TA,Typ,0,0,Detchd,1980.0,Unf,2,672,Y,0,0,8,2007,WD,Normal,True,True,1.0,0.0,6.0,49,27,27,2.0,2.0,2.5,2.0,2007-08-01,11.84939770159144
RL,65.0,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,None,0.0,BrkTil,No,BLQ,Unf,500,GasA,2,Y,SBrkr,1981,1,Gd,Min2,2,2,Detchd,1981.0,Unf,2,576,Y,0,0,12,2009,WD,Normal,True,False,0.5543672014260249,0.0,10.0,475,81,59,1.5,2.0,2.0,2.0,2009-12-01,11.813030057420567
RM,90.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,Mn,Unf,Unf,1008,GasW,2,Y,SBrkr,2210,1,Fa,Typ,0,0,Detchd,1930.0,Unf,1,205,N,0,0,5,2007,WD,Normal,True,True,0.0,0.0,10.0,48,127,57,2.0,2.0,2.0,2.0,2007-05-01,11.67419361256635
RL,80.0,9828,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,544,GasA,3,Y,SBrkr,2020,1,Gd,Typ,1,2,Attchd,1995.0,RFn,2,466,Y,0,0,6,2009,WD,Normal,True,True,0.5177304964539007,0.0,10.5,155,14,14,2.5,2.5,2.5,2.0,2009-06-01,12.386308695833106
RL,57.0,8773,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,Av,Unf,Unf,916,GasA,3,Y,SBrkr,1600,1,TA,Typ,1,2,Attchd,1997.0,Fin,2,460,Y,0,0,8,2007,WD,Normal,True,True,0.0,0.0,9.5,138,10,10,2.0,2.0,2.5,2.0,2007-08-01,12.037653993905211
RM,60.0,6180,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,960,GasA,2,N,SBrkr,986,1,TA,Typ,1,3,Detchd,1926.0,Unf,1,180,Y,0,0,5,2007,WD,Normal,True,True,0.0,0.0,6.0,128,81,57,2.0,2.0,2.0,2.0,2007-05-01,11.532728092266408
RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,None,0.0,CBlock,No,BLQ,Unf,752,GasA,2,Y,FuseA,1252,1,TA,Typ,0,0,Attchd,1950.0,Unf,1,288,Y,0,0,4,2008,WD,Abnorml,True,True,0.2713178294573643,0.0,7.0,96,58,58,2.0,2.0,2.0,2.0,2008-04-01,11.686878772093667
RL,69.79733110925771,9819,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,CompShg,Plywood,None,0.0,PConc,Gd,ALQ,Unf,0,GasA,2,Y,SBrkr,1567,1,Gd,Typ,2,2,Attchd,1977.0,RFn,2,714,Y,0,0,5,2009,WD,Normal,True,False,1.0,0.0,8.0,296,32,32,2.0,2.0,2.0,2.0,2009-05-01,12.185869938212655
RL,98.0,8731,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1Story,Gable,CompShg,Stucco,None,0.0,BrkTil,No,BLQ,Unf,270,GasA,2,Y,SBrkr,1167,1,TA,Maj1,1,3,Detchd,1972.0,Unf,2,495,Y,0,0,5,2007,WD,Normal,True,True,0.7049180327868853,0.0,7.0,342,87,57,2.0,2.0,2.0,2.0,2007-05-01,11.877568578558138
RL,60.0,7350,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,None,0.0,CBlock,Mn,ALQ,Unf,100,GasA,2,Y,SBrkr,952,1,TA,Typ,0,0,Detchd,1988.0,Unf,2,840,Y,0,0,6,2008,COD,Abnorml,True,True,0.8949579831932774,0.0,6.0,0,57,57,2.5,2.0,2.0,2.0,2008-06-01,11.842229212112828
RL,69.79733110925771,10304,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,1Fam,2Story,Gable,CompShg,Plywood,BrkFace,44.0,CBlock,No,ALQ,Unf,399,GasA,3,Y,SBrkr,1868,1,Gd,Typ,1,2,Attchd,1976.0,Unf,2,484,Y,0,0,10,2009,WD,Normal,False,True,0.48846153846153845,0.0,12.5,544,33,33,2.5,2.5,2.0,2.0,2009-10-01,12.193493863323313
RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Hip,CompShg,VinylSd,Stone,340.0,PConc,Gd,GLQ,Unf,316,GasA,3,Y,SBrkr,2828,1,Gd,Typ,1,2,BuiltIn,2006.0,RFn,3,1052,Y,0,0,4,2007,New,Partial,True,True,0.7844474761255116,0.0,15.0,269,1,0,2.5,2.5,2.5,2.0,2007-04-01,12.959538518762063
RL,60.0,12180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,None,0.0,BrkTil,No,BLQ,Unf,324,Grav,2,N,FuseA,924,1,Fa,Typ,0,0,Detchd,1941.0,Unf,1,280,Y,0,0,7,2010,WD,Normal,True,True,0.5178571428571429,0.0,7.0,0,69,60,2.0,2.0,2.5,2.0,2010-07-01,11.289781913656018
RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,BrkTil,No,Unf,Unf,1042,GasA,3,Y,SBrkr,1576,1,TA,Typ,1,3,Detchd,1928.0,Unf,1,225,Y,0,0,8,2006,WD,Family,True,True,0.0,0.0,9.0,0,78,56,2.0,2.0,2.0,2.0,2006-08-01,11.911701584927597
RL,69.79733110925771,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,BrkFace,85.0,CBlock,No,GLQ,Unf,40,GasA,2,Y,SBrkr,1298,1,Gd,Typ,1,2,Attchd,1985.0,Unf,2,403,Y,0,0,5,2006,WD,Normal,True,False,0.9691833590138675,0.0,8.0,191,21,21,2.0,2.5,2.5,2.0,2006-05-01,12.100712129872347
RL,75.0,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,CompShg,MetalSd,None,0.0,CBlock,No,Rec,Unf,429,GasA,3,Y,SBrkr,1564,1,Fa,Typ,1,3,Attchd,1941.0,Unf,1,234,Y,0,0,7,2009,WD,Normal,True,True,0.390625,0.0,8.5,0,68,59,3.0,2.0,2.0,2.0,2009-07-01,12.069680020624618
RM,69.79733110925771,5700,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,None,0.0,PConc,No,Unf,Unf,572,GasA,2,Y,SBrkr,1111,1,TA,Typ,1,3,Detchd,1982.0,Unf,1,288,Y,0,0,8,2008,WD,Normal,True,True,0.0,0.0,6.0,176,82,58,3.0,2.0,2.0,2.0,2008-08-01,11.66907414746016
RM,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,2Story,Hip,CompShg,VinylSd,None,0.0,PConc,No,ALQ,Unf,26,GasA,3,Y,SBrkr,1482,1,TA,Typ,0,0,Detchd,1930.0,Unf,2,324,Y,0,0,7,2009,WD,Normal,False,True,0.96,0.0,8.5,0,89,21,3.0,2.5,2.0,2.0,2009-07-01,11.870599909242044
RL,57.0,8280,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,BrkFace,None,0.0,CBlock,No,Unf,Unf,932,GasA,3,Y,FuseA,932,1,Gd,Typ,1,3,Attchd,1950.0,Unf,1,306,Y,0,0,11,2007,WD,Normal,True,True,0.0,0.0,5.0,214,57,57,2.0,2.0,2.0,2.0,2007-11-01,11.728036844587175
RL,134.0,17755,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,HdBoard,BrkFace,132.0,CBlock,No,BLQ,Unf,1290,GasA,2,Y,SBrkr,1466,1,Fa,Typ,2,3,Attchd,1959.0,Fin,2,528,Y,0,0,11,2006,WD,Normal,True,False,0.12005457025920874,0.0,7.5,240,47,47,2.0,2.0,2.0,2.0,2006-11-01,11.917723684090689
RL,90.0,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,Gable,CompShg,Stone,None,0.0,PConc,No,ALQ,GLQ,230,GasA,3,Y,SBrkr,1811,1,Ex,Typ,1,3,Attchd,1956.0,Fin,2,470,Y,0,0,7,2006,WD,Abnorml,True,True,0.7856477166821995,0.0,7.0,280,50,2,2.5,2.0,2.0,2.0,2006-07-01,12.345834587905333
RM,69.79733110925771,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,Av,ALQ,Unf,278,GasA,3,Y,SBrkr,816,1,TA,Typ,0,0,Detchd,2002.0,Unf,1,432,Y,0,0,6,2008,WD,Normal,True,True,0.6593137254901961,0.0,6.0,96,78,1,2.5,3.0,2.0,2.0,2008-06-01,11.699405031912846
RL,69.79733110925771,13700,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,2Story,Gable,CompShg,VinylSd,Stone,288.0,CBlock,Gd,ALQ,Unf,410,GasA,2,Y,SBrkr,1820,1,Gd,Typ,2,3,Attchd,1965.0,Unf,2,492,Y,0,0,5,2008,WD,Normal,True,True,0.5254629629629629,0.0,10.0,417,43,20,2.5,2.0,2.0,2.0,2008-05-01,12.215032386901646
RL,90.0,10768,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,1Fam,1Story,Gable,CompShg,Plywood,None,0.0,CBlock,Gd,ALQ,Unf,280,GasA,2,Y,SBrkr,1437,1,Gd,Typ,1,2,Attchd,1976.0,RFn,2,528,Y,0,0,7,2007,WD,Normal,True,True,0.8051496172581768,0.0,9.0,201,31,3,2.5,3.0,2.5,2.0,2007-07-01,12.292250341771226
RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,Gable,CompShg,BrkFace,None,0.0,PConc,Gd,ALQ,Unf,586,GasA,3,Y,SBrkr,1265,1,Gd,Typ,1,3,Attchd,1965.0,RFn,2,502,Y,0,0,10,2008,WD,Normal,True,True,0.5192780968006563,0.0,8.5,188,43,9,2.5,2.5,2.0,2.0,2008-10-01,12.100156419938624
RL,34.0,5001,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,Stone,166.0,PConc,No,GLQ,Unf,410,GasA,3,Y,SBrkr,1314,1,Gd,Typ,1,3,Attchd,2008.0,RFn,2,626,Y,0,0,7,2009,WD,Normal,True,True,0.6879756468797564,0.0,9.0,234,2,1,2.5,2.5,2.5,2.0,2009-07-01,12.345834587905333
RL,92.0,11932,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,1Fam,1Story,Gable,CompShg,VinylSd,Stone,186.0,PConc,No,Unf,Unf,1580,GasA,3,Y,SBrkr,1580,1,Gd,Typ,0,0,Attchd,2008.0,RFn,3,830,Y,0,0,6,2008,ConLD,Partial,False,True,0.0,0.0,9.0,24,1,0,2.5,2.5,2.5,2.0,2008-06-01,12.367885325692589
RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,Hip,CompShg,HdBoard,BrkFace,270.0,CBlock,No,ALQ,Unf,459,GasA,2,Y,SBrkr,1876,1,Gd,Typ,1,2,Attchd,1974.0,RFn,2,540,Y,0,0,7,2008,WD,Normal,True,True,0.49056603773584906,0.0,10.5,69,34,34,2.0,2.5,2.0,2.5,2008-07-01,12.128111104060462
RL,24.0,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,Gable,CompShg,Plywood,None,0.0,CBlock,No,ALQ,Unf,544,GasA,2,Y,SBrkr,1456,1,TA,Typ,1,2,Attchd,1978.0,Unf,2,440,Y,0,0,7,2010,WD,Normal,True,False,0.36374269005847953,0.0,9.5,26,32,32,2.0,2.0,2.5,2.0,2010-07-01,11.891361900690473
RL,69.79733110925771,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,1Fam,1Story,Hip,CompShg,HdBoard,BrkFace,72.0,CBlock,No,BLQ,Unf,568,GasA,3,Y,SBrkr,1640,1,Gd,Typ,1,3,Detchd,1993.0,Unf,2,924,Y,0,0,11,2008,WD,Normal,False,True,0.5617283950617284,0.0,9.0,324,54,2,2.5,2.5,2.0,2.0,2008-11-01,12.319401330837177
RL,109.0,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,VinylSd,None,0.0,CBlock,No,BLQ,Unf,402,GasA,3,Y,SBrkr,894,1,TA,Typ,1,1,Attchd,1968.0,Fin,2,450,Y,0,0,5,2007,WD,Normal,True,True,0.5503355704697986,0.0,6.0,0,39,39,2.0,2.0,2.5,2.0,2007-05-01,11.76756768334381
RL,60.0,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Duplex,SFoyer,Gable,CompShg,Plywood,None,0.0,CBlock,Av,GLQ,Unf,0,GasA,2,Y,SBrkr,1258,2,TA,Typ,0,0,CarPort,1969.0,Unf,2,400,Y,0,0,1,2008,WD,Alloca,False,True,1.0,0.0,9.0,120,39,39,2.0,2.0,2.5,2.0,2008-01-01,11.598726943661342
RL,69.79733110925771,16157,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,Gable,CompShg,Plywood,None,0.0,PConc,Gd,ALQ,Rec,289,GasA,3,Y,SBrkr,1432,1,Gd,Typ,1,2,Attchd,1978.0,Unf,2,588,Y,0,0,6,2007,WD,Normal,False,True,0.7875,0.0,7.5,348,29,29,2.5,2.0,2.5,2.0,2007-06-01,12.175613438045465
RL,79.0,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Stone,268.0,PConc,No,Unf,Unf,1502,GasA,3,Y,SBrkr,1502,1,Gd,Typ,0,0,Attchd,2009.0,RFn,2,644,Y,0,0,9,2009,New,Partial,True,True,0.0,0.0,9.0,114,0,0,2.5,2.5,2.5,2.0,2009-09-01,12.359523080243038
RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Stone,72.0,PConc,Av,Unf,Unf,1694,GasA,3,Y,SBrkr,1694,1,Gd,Typ,0,0,Attchd,2008.0,RFn,3,776,Y,0,0,2,2010,WD,Normal,True,True,0.0,0.0,9.0,193,2,2,2.5,2.5,2.5,2.0,2010-02-01,12.41044104151805
RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,Gable,CompShg,VinylSd,None,0.0,PConc,No,GLQ,Unf,173,GasA,3,Y,SBrkr,1671,1,TA,Typ,1,2,Attchd,2000.0,Fin,2,472,Y,0,0,2,2006,WD,Normal,False,True,0.8196037539103233,0.0,10.5,38,6,6,2.0,2.0,2.5,2.0,2006-02-01,12.061046873479915
RL,120.0,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,2Story,Hip,CompShg,Stucco,None,0.0,CBlock,No,Rec,Unf,501,GasA,3,Y,SBrkr,2108,1,Gd,Typ,2,2,Basment,1935.0,Unf,2,540,Y,0,0,7,2008,WD,Normal,True,True,0.5554569653948536,0.0,9.0,90,73,22,2.5,2.0,2.0,2.0,2008-07-01,12.367340793126296
RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,Hip,CompShg,HdBoard,BrkFace,1378.0,PConc,Gd,GLQ,Unf,543,GasA,3,Y,SBrkr,3627,1,Gd,Typ,1,2,Attchd,1995.0,Fin,3,807,Y,0,0,7,2006,WD,Normal,True,True,0.7186528497409327,0.0,14.5,437,11,10,2.5,3.0,2.5,2.0,2006-07-01,13.345506928718539
RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,Gable,CompShg,Plywood,None,0.0,CBlock,Av,ALQ,Unf,574,GasA,2,Y,SBrkr,1118,1,TA,Typ,1,1,Attchd,1977.0,Fin,1,358,Y,576,0,7,2008,WD,Normal,True,True,0.4762773722627737,0.0,8.0,203,31,31,2.0,2.0,2.0,2.0,2008-07-01,12.049418835484797
RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,None,0.0,CBlock,No,ALQ,Unf,599,GasA,3,Y,SBrkr,1261,1,TA,Typ,1,2,Attchd,1958.0,RFn,2,433,Y,0,1400,11,2008,WD,Normal,True,True,0.5249801744647106,0.0,8.0,288,50,50,2.0,2.0,2.0,2.0,2008-11-01,12.0015054797889
FV,35.0,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,None,0.0,PConc,No,Unf,Unf,625,GasA,3,Y,SBrkr,1250,1,Gd,Typ,0,0,Detchd,2006.0,Fin,2,625,Y,0,0,3,2008,WD,Normal,True,True,0.0,0.0,7.5,54,2,1,2.5,2.5,2.5,2.0,2008-03-01,12.05466819137094
RL,80.0,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,No,Rec,Unf,449,GasA,2,Y,SBrkr,2345,1,TA,Typ,1,3,Detchd,1932.0,Unf,2,360,Y,0,0,7,2006,WD,Normal,True,True,0.5283613445378151,0.0,11.5,0,74,56,2.5,2.0,2.5,2.0,2006-07-01,12.384218830913648
RL,85.0,10678,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1.5Fin,Hip,CompShg,HdBoard,BrkFace,337.0,PConc,No,GLQ,Unf,983,GasA,3,Y,SBrkr,2872,1,Gd,Typ,1,2,Attchd,1992.0,Fin,2,541,Y,0,0,4,2007,WD,Normal,True,True,0.41592394533571003,0.0,11.5,33,15,7,2.5,2.5,2.5,2.0,2007-04-01,12.560244459250788
RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,Gable,CompShg,HdBoard,None,0.0,CBlock,No,ALQ,Unf,218,GasA,2,Y,SBrkr,923,1,TA,Typ,0,0,Attchd,1984.0,Unf,1,264,Y,0,0,10,2008,WD,Normal,True,False,0.7511415525114156,0.0,7.0,362,24,23,2.0,2.0,2.0,2.0,2008-10-01,11.691071650353702
RM,69.79733110925771,3950,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,Gable,CompShg,MetalSd,None,0.0,CBlock,No,Rec,Unf,350,GasA,2,Y,SBrkr,1224,1,TA,Typ,0,0,Detchd,1926.0,Unf,1,210,N,0,0,12,2009,WD,Normal,False,True,0.5721271393643031,0.0,6.0,116,83,5,2.5,2.0,2.0,2.0,2009-12-01,11.652687407345388
RL,54.0,7681,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,731,GasA,3,Y,SBrkr,1343,1,TA,Typ,1,3,Detchd,1921.0,Unf,1,186,Y,0,0,7,2009,WD,Normal,True,True,0.0,0.0,8.5,294,88,59,2.0,2.0,2.0,2.0,2009-07-01,11.95053502640496
RL,69.79733110925771,11170,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,2Story,Gable,CompShg,MetalSd,None,0.0,Wood,No,LwQ,Unf,0,GasA,3,Y,SBrkr,2514,1,TA,Typ,0,0,Attchd,1990.0,Fin,2,693,Y,0,0,4,2006,WD,Normal,True,True,1.0,0.0,10.5,0,16,15,2.5,2.0,2.5,2.0,2006-04-01,12.429216196844383
RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,Stone,186.0,PConc,Gd,GLQ,Unf,120,GasA,3,Y,SBrkr,1652,1,Gd,Typ,1,3,Attchd,2008.0,Fin,2,482,Y,0,0,11,2008,New,Partial,True,False,0.925,0.0,8.5,368,0,0,2.5,2.5,2.5,2.0,2008-11-01,12.8802918162046
RL,160.0,15623,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,None,0.0,PConc,Av,GLQ,Unf,300,GasA,3,Y,SBrkr,4476,1,Ex,Typ,2,2,Attchd,1996.0,Fin,3,813,Y,555,0,7,2007,WD,Abnorml,True,False,0.8747913188647746,0.0,14.5,249,11,11,2.5,2.5,2.5,2.0,2007-07-01,13.521139497361697
RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,Hip,CompShg,Stucco,None,0.0,BrkTil,No,Rec,Unf,299,GasA,3,Y,SBrkr,1130,1,TA,Typ,1,3,Detchd,1970.0,Unf,2,720,Y,0,0,6,2006,WD,Normal,True,True,0.7330357142857142,0.0,7.0,229,86,56,2.0,2.0,2.0,2.0,2006-06-01,11.695247021764184
RL,50.0,35133,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,1Fam,1Story,Hip,CompShg,MetalSd,BrkFace,226.0,CBlock,Gd,Rec,Unf,413,GasA,3,Y,SBrkr,1572,1,TA,Typ,2,2,2Types,1963.0,RFn,3,995,Y,0,0,5,2007,WD,Normal,True,True,0.7372773536895675,0.0,7.5,526,44,44,2.0,2.0,2.0,2.0,2007-05-01,12.137258329529814
